driver_id,age,experience_years,avg_speed,harsh_braking,sudden_acceleration,mobile_usage_minutes,night_driving_hours,fatigue_score,traffic_violations,seatbelt_compliance,weather_risk,weekly_driving_hours,accident_history,driver_risk
102839,52,31,46.55,2,0,23.12,2.32,2.9,0.0,1.0,3.0,40.11,0,Safe
102840,40,21,56.3,2,3,34.11,5.0,4.92,0.0,0.884,5.0,34.61,0,Moderate Risk
102841,37,17,45.98,1,1,35.97,4.32,4.06,0.0,,2.0,41.05,0,Safe
102842,51,41,53.54,3,2,48.17,1.98,2.85,0.0,0.926,1.0,40.63,0,Safe
102843,45,26,53.16,0,2,28.27,7.47,3.07,2.0,0.82,1.0,45.0,0,Safe
102844,47,30,37.55,0,0,9.53,1.18,2.82,0.0,0.817,5.0,43.66,0,Safe
102845,32,9,75.34,1,1,25.06,4.5,4.78,0.0,1.0,5.0,36.63,2,High Risk
102846,28,4,63.44,1,5,26.41,2.82,3.03,0.0,0.871,5.0,40.69,0,Moderate Risk
102847,33,11,58.28,2,0,22.56,5.57,2.78,0.0,0.959,4.0,32.23,0,Moderate Risk
102848,32,11,66.49,2,3,12.48,3.32,5.05,1.0,0.9,3.0,30.07,0,Safe
102849,48,34,58.59,1,1,32.49,2.59,3.38,0.0,0.93,4.0,31.16,0,Moderate Risk
102850,50,28,74.52,5,3,26.24,4.64,4.96,1.0,0.918,3.0,22.7,0,High Risk
102851,37,15,60.59,1,1,21.41,3.11,4.77,0.0,0.805,3.0,33.14,0,Safe
102852,55,30,75.44,4,4,13.96,4.26,5.59,1.0,0.893,4.0,51.07,0,Moderate Risk
102853,54,26,59.36,1,1,23.64,2.87,3.67,0.0,0.968,1.0,41.35,0,Safe
102854,42,29,60.74,1,0,70.73,0.0,2.83,,0.876,3.0,44.53,0,Safe
102855,30,12,62.88,0,0,,7.15,2.71,0.0,0.891,2.0,35.78,0,Safe
102856,56,39,78.41,6,1,22.68,3.88,4.05,0.0,,3.0,69.77,0,Safe
102857,38,18,65.05,3,1,15.98,2.78,5.4,0.0,0.957,5.0,43.95,0,Moderate Risk
102858,40,20,45.42,0,0,31.15,5.56,4.59,0.0,0.866,4.0,35.58,0,Safe
102859,35,16,48.86,2,0,20.23,1.72,4.68,1.0,0.871,3.0,28.84,0,Safe
102860,29,5,56.29,4,1,34.03,2.14,3.03,2.0,0.824,3.0,59.66,1,High Risk
102861,23,8,41.59,0,0,13.85,1.2,4.39,0.0,,3.0,22.94,0,Safe
102862,46,30,46.3,1,1,14.99,2.66,4.09,0.0,0.927,2.0,35.06,0,Safe
102863,30,14,34.49,0,1,20.26,2.3,3.5,0.0,0.883,3.0,31.55,0,Safe
102864,70,52,46.85,1,3,17.23,2.51,4.6,0.0,1.0,1.0,49.02,0,Safe
102865,27,12,76.5,3,3,50.83,0.98,3.46,0.0,0.867,3.0,44.9,0,Moderate Risk
102866,25,5,53.04,5,1,44.94,2.52,4.73,1.0,0.763,3.0,39.92,0,High Risk
102867,45,26,84.71,2,2,28.42,3.83,3.14,1.0,0.865,3.0,39.34,0,Moderate Risk
102868,56,39,64.92,3,3,12.83,5.32,3.18,1.0,0.959,2.0,29.81,1,Safe
102869,40,17,53.38,2,4,16.36,3.41,2.96,1.0,0.966,2.0,64.02,0,Safe
102870,45,25,35.73,1,1,39.65,2.24,3.12,0.0,0.824,2.0,46.68,0,Safe
102871,19,0,58.44,1,2,24.4,4.91,2.38,0.0,0.819,2.0,44.81,0,Safe
102872,32,13,81.07,5,4,19.25,5.45,6.61,0.0,0.943,4.0,32.75,0,High Risk
102873,27,7,74.45,0,6,22.28,5.54,2.93,0.0,0.903,3.0,35.97,0,High Risk
102874,18,0,66.46,3,2,26.43,4.71,5.54,0.0,0.912,2.0,52.07,0,Moderate Risk
102875,40,20,42.61,1,1,28.18,1.96,1.43,0.0,0.858,1.0,15.94,0,Safe
102876,18,0,38.94,1,0,25.93,3.75,3.45,0.0,0.946,4.0,47.16,0,Safe
102877,24,6,46.87,1,1,13.35,4.07,3.27,0.0,0.966,3.0,36.36,0,Safe
102878,33,11,75.26,6,3,27.37,0.0,4.77,1.0,0.944,3.0,45.41,0,Moderate Risk
102879,30,13,78.95,3,4,30.04,3.5,4.7,0.0,0.862,5.0,60.84,0,Moderate Risk
102880,43,20,61.69,3,2,28.56,6.17,3.41,2.0,0.867,4.0,36.67,0,Moderate Risk
102881,42,25,60.34,1,4,22.29,2.0,2.79,0.0,0.907,4.0,11.08,1,Moderate Risk
102882,49,26,72.13,1,3,14.36,0.0,3.94,0.0,0.811,4.0,30.62,0,Safe
102883,47,27,44.56,3,0,12.4,1.9,4.38,0.0,0.908,4.0,44.1,0,Moderate Risk
102884,52,26,64.8,1,1,19.41,1.87,2.95,0.0,0.985,4.0,63.51,0,Safe
102885,39,24,55.69,3,1,34.12,4.99,2.88,1.0,0.838,5.0,38.62,1,High Risk
102886,42,28,47.43,1,1,17.16,7.48,4.25,0.0,1.0,3.0,62.74,0,Safe
102887,45,28,55.28,2,0,92.23,3.26,6.14,0.0,0.727,2.0,16.26,0,High Risk
102888,41,27,54.29,1,3,36.97,1.58,1.81,1.0,0.832,5.0,37.9,0,Moderate Risk
102889,35,21,77.64,2,1,,1.15,3.24,0.0,0.869,5.0,55.07,0,Moderate Risk
102890,35,13,83.71,3,3,21.11,5.2,3.03,1.0,0.944,4.0,52.19,1,High Risk
102891,30,10,55.21,3,1,23.49,4.77,3.3,0.0,0.874,3.0,16.75,0,High Risk
102892,44,26,60.27,2,1,23.81,5.05,4.71,0.0,0.827,3.0,33.64,0,Safe
102893,38,20,46.0,1,3,14.55,2.34,3.27,0.0,0.961,3.0,40.74,0,Safe
102894,32,15,53.46,0,3,19.8,6.16,5.07,2.0,,2.0,33.33,0,Safe
102895,32,6,52.95,0,0,,3.96,6.28,0.0,0.799,1.0,53.35,0,High Risk
102896,26,9,54.86,1,0,32.6,2.36,7.94,1.0,1.0,1.0,40.13,1,Moderate Risk
102897,50,35,63.79,0,0,19.51,0.0,3.74,0.0,0.985,2.0,28.37,0,Safe
102898,40,17,54.86,0,0,29.36,2.46,4.54,1.0,0.939,3.0,47.27,0,Safe
102899,30,11,62.84,3,1,23.69,2.62,3.02,2.0,0.859,5.0,46.58,0,Moderate Risk
102900,48,20,57.51,6,3,36.4,1.42,4.54,0.0,0.82,2.0,28.61,0,Moderate Risk
102901,33,15,51.72,4,0,59.31,4.15,6.61,0.0,0.951,3.0,30.61,0,Moderate Risk
102902,24,1,55.41,2,3,27.41,2.63,2.87,0.0,0.823,3.0,29.68,0,Moderate Risk
102903,50,26,63.82,0,4,13.88,1.44,2.76,1.0,,1.0,60.12,0,Safe
102904,33,15,40.4,1,0,16.46,1.83,2.55,0.0,0.982,2.0,40.24,0,Safe
102905,35,18,77.15,2,1,40.51,0.89,1.91,2.0,0.786,2.0,15.45,0,Safe
102906,39,16,61.23,1,2,57.94,2.39,4.36,0.0,0.84,2.0,27.08,0,Moderate Risk
102907,52,30,58.2,0,4,,2.07,2.04,0.0,0.863,2.0,53.19,0,Safe
102908,39,25,57.7,0,3,17.44,2.67,3.36,1.0,0.95,1.0,38.6,0,Safe
102909,26,11,43.5,0,2,32.65,4.16,4.42,0.0,0.829,3.0,25.69,0,Safe
102910,45,35,54.01,2,1,12.15,5.6,4.37,1.0,0.878,4.0,41.16,0,High Risk
102911,34,12,41.02,1,1,32.49,,4.15,0.0,0.794,4.0,52.42,0,Safe
102912,60,41,57.96,1,0,30.2,0.34,2.05,0.0,0.919,2.0,73.13,2,Safe
102913,39,20,63.82,2,4,17.64,4.76,5.36,0.0,0.799,2.0,41.7,0,Safe
102914,18,5,50.03,2,1,14.46,5.53,2.22,0.0,1.0,2.0,44.98,1,Moderate Risk
102915,43,28,65.12,1,2,16.28,4.29,4.02,0.0,0.913,1.0,42.96,0,Safe
102916,60,42,36.16,0,0,31.71,2.23,5.56,0.0,0.978,3.0,49.87,0,Safe
102917,56,39,55.71,1,2,27.01,5.49,4.47,0.0,0.915,1.0,35.48,0,Safe
102918,59,39,73.55,2,5,20.35,1.47,5.02,2.0,0.957,2.0,63.92,0,Safe
102919,28,6,61.14,1,1,43.48,5.47,5.37,0.0,0.772,3.0,33.82,2,Moderate Risk
102920,49,20,45.52,2,2,28.7,5.0,2.68,1.0,0.937,3.0,29.21,0,Moderate Risk
102921,31,11,54.39,0,0,28.53,4.36,5.52,0.0,0.808,5.0,31.19,0,Safe
102922,41,17,25.27,0,0,13.96,0.27,2.3,0.0,1.0,4.0,49.72,1,Safe
102923,25,9,49.42,1,3,31.2,3.91,3.58,1.0,0.85,2.0,31.59,1,Safe
102924,32,19,70.07,1,2,34.96,4.69,5.5,1.0,0.938,4.0,60.38,0,Moderate Risk
102925,32,14,49.26,1,1,57.22,3.5,3.88,0.0,0.766,2.0,48.75,0,High Risk
102926,49,36,48.95,2,1,16.46,2.86,4.77,2.0,0.988,3.0,56.26,1,High Risk
102927,48,28,26.79,0,0,22.05,2.36,4.0,0.0,0.802,2.0,39.14,1,Safe
102928,42,25,34.76,0,0,44.45,2.19,5.9,0.0,0.771,3.0,36.04,0,Safe
102929,24,12,73.75,4,5,34.29,3.32,5.39,0.0,0.957,3.0,41.04,0,High Risk
102930,36,9,64.49,3,4,33.47,5.61,4.22,0.0,0.946,4.0,25.73,0,Moderate Risk
102931,31,13,44.16,1,2,17.18,2.25,3.02,1.0,0.88,5.0,46.53,0,Moderate Risk
102932,49,36,52.38,0,0,20.94,3.67,3.26,0.0,0.902,5.0,56.93,0,Safe
102933,52,29,53.41,3,2,32.8,0.0,2.95,0.0,0.897,4.0,36.08,0,Safe
102934,51,34,39.29,1,0,15.36,2.11,2.5,0.0,0.956,2.0,53.76,0,Safe
102935,31,7,33.04,1,0,27.96,4.84,4.0,1.0,0.957,4.0,42.6,1,Safe
102936,18,1,52.99,1,1,25.55,5.52,3.17,0.0,0.861,3.0,51.61,0,Moderate Risk
102937,20,2,61.35,0,2,35.29,1.89,2.98,0.0,0.765,2.0,58.16,0,High Risk
102938,55,34,71.89,2,5,26.65,3.48,5.65,1.0,0.912,2.0,54.86,0,High Risk
102939,35,13,62.37,2,2,12.45,4.77,2.38,1.0,0.865,4.0,40.18,0,Safe
102940,31,8,47.45,1,0,,2.22,2.21,0.0,0.987,3.0,54.23,0,Safe
102941,57,38,59.85,1,0,49.89,0.15,3.09,0.0,0.864,4.0,46.93,0,Safe
102942,53,31,58.72,4,1,37.09,0.7,5.09,0.0,0.986,5.0,41.63,0,Moderate Risk
102943,39,16,60.43,3,2,23.03,0.64,2.04,1.0,0.905,4.0,34.2,0,Safe
102944,36,15,57.93,3,2,36.81,4.58,4.19,1.0,0.837,3.0,42.47,0,High Risk
102945,38,19,56.72,1,0,20.88,3.43,4.28,0.0,0.994,4.0,54.24,0,Safe
102946,41,27,25.0,0,0,31.45,2.28,4.25,0.0,0.85,3.0,31.56,0,Safe
102947,57,35,71.32,1,2,16.27,1.47,2.92,0.0,0.936,2.0,30.82,0,Safe
102948,44,24,58.55,3,2,59.6,4.97,5.49,1.0,0.832,1.0,28.64,0,High Risk
102949,47,29,33.4,0,0,21.48,2.62,4.88,0.0,0.865,1.0,56.64,0,Safe
102950,52,27,61.03,0,1,24.65,3.55,2.61,0.0,0.935,1.0,48.72,0,Safe
102951,26,12,60.12,2,4,42.55,1.91,3.52,2.0,0.832,4.0,58.33,0,High Risk
102952,47,21,52.28,2,0,25.25,1.18,2.37,1.0,0.851,1.0,36.39,0,Safe
102953,36,16,56.71,4,1,28.03,5.06,3.77,0.0,0.884,4.0,26.85,0,Moderate Risk
102954,18,0,72.79,1,0,30.24,3.96,5.75,0.0,0.835,2.0,56.68,1,High Risk
102955,18,0,60.38,1,2,32.63,4.11,5.18,0.0,0.845,5.0,29.17,1,Moderate Risk
102956,28,15,52.46,3,0,16.68,3.92,3.8,0.0,0.903,3.0,49.41,0,Moderate Risk
102957,45,26,81.01,5,1,30.01,4.72,5.04,2.0,0.945,1.0,27.71,0,Moderate Risk
102958,40,19,57.15,3,1,20.34,5.23,6.57,1.0,0.878,2.0,44.35,0,Moderate Risk
102959,41,18,57.14,1,5,19.41,1.38,1.86,2.0,0.823,2.0,40.0,0,Safe
102960,60,41,67.49,3,1,18.95,2.54,2.63,1.0,0.972,1.0,29.93,0,Safe
102961,25,14,49.99,1,2,15.33,1.64,3.22,0.0,0.874,4.0,63.78,0,Safe
102962,39,25,52.98,4,1,21.24,3.37,4.08,1.0,0.94,1.0,32.84,0,Moderate Risk
102963,42,14,64.68,2,2,16.39,2.74,3.9,1.0,0.99,3.0,29.86,0,Safe
102964,31,16,37.64,0,2,11.79,2.81,2.11,0.0,0.918,4.0,33.67,0,Safe
102965,39,13,55.14,3,3,36.88,3.05,3.97,1.0,0.819,3.0,14.71,0,Moderate Risk
102966,21,5,50.39,2,1,24.18,3.2,4.67,1.0,0.876,4.0,35.17,0,High Risk
102967,55,36,65.49,3,1,25.69,7.27,3.45,0.0,0.862,1.0,38.07,1,Safe
102968,32,10,62.2,1,1,34.42,0.23,3.71,0.0,0.827,4.0,52.11,0,Moderate Risk
102969,61,44,62.4,4,4,42.3,2.72,3.68,0.0,0.877,3.0,51.47,1,Safe
102970,39,13,37.23,2,2,23.26,0.88,1.43,0.0,0.817,1.0,25.65,0,Safe
102971,50,30,61.2,3,0,23.62,3.26,4.84,0.0,0.842,4.0,36.76,0,Safe
102972,38,16,43.21,1,0,32.37,0.93,4.39,,0.939,3.0,67.39,0,Safe
102973,39,20,62.2,1,2,,3.11,2.37,0.0,0.932,1.0,31.46,0,Safe
102974,33,11,31.04,0,2,22.25,2.25,4.67,0.0,0.922,4.0,50.3,0,Safe
102975,40,14,39.16,0,0,25.55,5.23,6.56,0.0,0.946,5.0,32.92,0,Moderate Risk
102976,42,23,72.9,0,2,18.82,0.6,3.02,0.0,0.791,3.0,31.02,0,Safe
102977,30,3,57.26,1,1,21.89,1.43,1.68,0.0,0.872,4.0,32.16,0,Safe
102978,38,21,55.11,1,0,17.48,1.24,3.1,0.0,1.0,4.0,60.26,0,Safe
102979,32,9,50.49,2,3,87.81,4.19,3.44,0.0,0.917,5.0,22.37,0,High Risk
102980,64,42,48.95,3,0,21.32,3.33,3.84,0.0,0.884,2.0,55.12,0,Safe
102981,38,22,54.99,1,0,16.88,2.65,3.29,1.0,0.857,3.0,57.47,0,Safe
102982,56,35,47.8,2,0,20.14,4.06,4.75,0.0,0.781,2.0,39.08,0,Safe
102983,37,17,74.41,1,1,17.15,0.0,2.37,0.0,0.886,3.0,53.7,0,Safe
102984,42,26,61.32,1,0,24.74,2.62,4.86,0.0,0.951,3.0,53.82,0,Safe
102985,24,3,59.59,3,2,30.71,3.69,3.07,0.0,0.94,3.0,28.98,0,Safe
102986,34,14,38.24,0,0,47.25,3.69,4.29,0.0,0.772,5.0,29.68,0,Safe
102987,41,21,47.86,1,0,13.68,3.29,2.0,0.0,0.907,5.0,40.77,0,Safe
102988,56,36,57.39,2,1,36.21,3.4,3.12,0.0,0.865,1.0,47.22,0,Safe
102989,41,22,50.52,2,1,24.99,3.91,4.84,0.0,0.829,3.0,38.4,0,Safe
102990,54,36,55.91,1,1,32.61,6.28,6.14,0.0,0.861,1.0,52.7,0,High Risk
102991,46,26,65.97,0,4,38.62,4.25,3.66,0.0,0.946,3.0,34.43,0,Safe
102992,57,40,71.98,2,2,40.57,0.41,4.11,0.0,0.936,4.0,35.86,0,Safe
102993,38,8,62.75,1,2,17.1,5.0,4.89,0.0,0.926,3.0,39.81,0,Safe
102994,65,51,74.33,4,2,28.03,2.72,2.79,2.0,1.0,2.0,51.96,3,Safe
102995,34,17,60.74,1,2,17.78,2.33,4.16,0.0,0.903,,57.48,1,Moderate Risk
102996,31,13,70.68,2,3,,0.96,3.2,0.0,0.898,4.0,46.31,0,Safe
102997,26,0,52.05,0,4,33.07,3.32,4.56,2.0,0.9,4.0,46.51,0,High Risk
102998,65,50,56.17,4,1,26.27,,3.83,1.0,0.86,4.0,44.86,0,High Risk
102999,48,26,48.72,1,2,33.08,4.31,1.97,0.0,0.953,1.0,39.66,0,Safe
103000,35,14,65.08,3,0,21.04,1.52,3.41,0.0,0.947,,33.45,0,Safe
103001,53,32,70.05,2,1,26.61,2.27,3.57,1.0,0.939,3.0,47.23,1,Moderate Risk
103002,47,22,65.82,2,5,29.24,2.31,3.43,1.0,0.85,5.0,44.59,0,Safe
103003,61,36,65.85,0,5,20.28,2.01,1.7,2.0,0.974,4.0,47.08,0,Safe
103004,22,4,49.06,0,1,43.87,1.11,4.91,0.0,0.981,2.0,36.45,0,Moderate Risk
103005,36,15,67.79,4,1,,1.56,3.16,3.0,0.954,4.0,40.79,1,Moderate Risk
103006,34,22,71.35,4,3,16.45,2.64,1.55,0.0,0.879,2.0,62.72,0,Safe
103007,18,0,66.52,0,0,44.27,4.88,6.29,0.0,0.976,2.0,41.29,0,Moderate Risk
103008,51,34,62.03,2,1,27.91,2.58,4.41,0.0,0.944,5.0,52.48,2,Moderate Risk
103009,36,17,62.06,1,3,68.22,1.27,5.69,1.0,0.958,1.0,47.37,0,Moderate Risk
103010,47,34,48.86,0,2,31.31,2.53,3.57,1.0,0.841,2.0,43.39,0,Safe
103011,65,44,57.41,1,2,15.13,0.87,3.18,0.0,0.897,2.0,54.12,1,Safe
103012,35,22,61.03,2,2,39.19,4.42,5.73,1.0,0.939,3.0,43.09,0,High Risk
103013,34,14,48.88,0,2,44.17,5.94,5.31,0.0,0.682,5.0,26.08,0,Moderate Risk
103014,40,25,58.1,1,1,28.23,3.23,3.72,0.0,1.0,3.0,36.53,0,Moderate Risk
103015,50,34,41.9,0,0,13.99,4.12,3.45,0.0,1.0,3.0,69.4,0,Safe
103016,33,9,47.77,1,3,30.26,2.33,1.15,0.0,0.838,4.0,53.98,1,Moderate Risk
103017,32,10,59.09,3,1,22.52,3.91,4.89,0.0,0.983,1.0,36.61,0,Safe
103018,51,27,53.42,0,1,18.19,2.9,4.77,0.0,0.926,3.0,52.04,0,Safe
103019,43,17,59.67,0,1,27.55,4.95,5.2,0.0,0.88,3.0,44.36,0,Moderate Risk
103020,18,1,58.33,2,2,15.37,2.72,4.97,0.0,0.833,4.0,59.13,0,Safe
103021,26,0,53.47,1,2,26.73,3.62,2.91,0.0,0.954,1.0,36.44,0,Safe
103022,56,42,66.14,3,1,15.54,1.04,2.8,0.0,0.992,2.0,49.93,0,Safe
103023,43,20,52.11,1,0,16.2,4.24,3.21,0.0,0.937,2.0,32.84,0,Safe
103024,31,13,88.32,0,1,22.75,2.28,1.38,0.0,0.822,4.0,39.25,0,Safe
103025,37,21,45.18,2,0,20.3,2.57,2.46,0.0,0.95,2.0,9.73,0,Safe
103026,39,17,43.64,0,1,39.82,1.71,4.14,0.0,0.951,5.0,44.86,0,Safe
103027,47,23,41.88,2,1,24.05,2.72,5.05,0.0,1.0,4.0,55.1,1,Safe
103028,24,1,68.45,1,1,33.05,,5.3,0.0,0.863,4.0,58.53,0,High Risk
103029,30,9,58.99,1,2,47.08,4.07,4.04,2.0,,4.0,45.75,0,High Risk
103030,42,22,40.14,1,0,18.62,5.25,5.17,0.0,0.842,1.0,38.46,0,Safe
103031,38,16,75.81,5,1,25.67,2.14,3.81,1.0,0.91,,31.66,1,Safe
103032,45,24,47.38,1,2,31.46,3.03,2.14,1.0,0.96,3.0,37.58,0,Safe
103033,25,3,61.51,4,0,29.03,5.6,4.46,2.0,1.0,1.0,19.48,1,High Risk
103034,43,22,72.28,3,6,23.11,1.48,4.26,2.0,0.949,3.0,39.82,0,Safe
103035,51,28,59.93,4,1,21.16,4.94,4.61,0.0,1.0,2.0,29.45,0,High Risk
103036,44,31,87.98,2,8,27.65,5.5,3.16,3.0,0.922,5.0,37.65,0,Moderate Risk
103037,41,22,36.85,0,2,17.21,1.21,2.14,0.0,0.973,3.0,40.39,0,Safe
103038,38,24,47.61,2,0,16.58,7.17,6.96,1.0,0.883,3.0,47.23,0,Moderate Risk
103039,30,9,53.71,0,0,51.48,3.01,3.29,0.0,0.876,,20.17,0,Safe
103040,38,12,85.85,5,0,13.4,0.52,2.91,1.0,0.849,5.0,36.52,0,Safe
103041,53,35,82.14,5,3,15.7,1.04,0.51,0.0,1.0,4.0,53.93,1,Safe
103042,38,18,79.92,3,1,33.97,2.94,5.76,0.0,1.0,4.0,58.76,0,Moderate Risk
103043,29,6,47.66,2,2,41.74,2.87,5.11,1.0,0.881,2.0,38.43,1,Moderate Risk
103044,34,22,48.3,2,2,14.27,1.75,5.53,1.0,0.898,2.0,69.21,0,Moderate Risk
103045,41,23,45.97,0,2,41.28,0.95,2.79,0.0,1.0,2.0,51.46,0,Safe
103046,35,14,54.48,0,1,92.84,0.94,6.59,0.0,0.884,2.0,41.82,0,High Risk
103047,44,36,78.67,1,3,44.31,5.72,4.16,1.0,0.999,4.0,60.84,2,High Risk
103048,45,29,47.48,0,0,22.56,3.52,5.56,0.0,0.949,3.0,38.29,1,Safe
103049,49,25,48.89,1,2,23.16,4.71,1.4,1.0,0.844,3.0,30.93,1,Safe
103050,55,31,63.97,2,1,26.22,1.32,4.82,1.0,0.906,2.0,55.97,0,Safe
103051,50,29,38.96,1,1,,2.24,3.56,0.0,0.94,5.0,50.75,0,Safe
103052,29,6,58.5,1,0,22.62,1.85,4.4,0.0,0.898,5.0,51.85,0,Moderate Risk
103053,29,8,46.9,1,1,25.24,2.67,4.54,1.0,0.821,3.0,52.01,0,Moderate Risk
103054,38,16,53.77,2,2,36.07,5.09,5.5,0.0,0.885,5.0,65.64,1,High Risk
103055,34,15,56.55,0,0,34.95,2.57,6.45,0.0,0.809,4.0,23.88,0,Moderate Risk
103056,26,6,53.43,1,1,18.19,3.41,5.69,0.0,0.811,1.0,35.07,1,Safe
103057,34,17,61.02,3,1,23.15,2.12,4.18,0.0,0.855,5.0,38.29,0,Safe
103058,34,9,65.24,3,1,16.54,4.81,4.45,0.0,0.889,2.0,53.98,0,High Risk
103059,32,6,48.77,1,2,45.22,2.62,6.0,1.0,0.85,2.0,43.79,0,Moderate Risk
103060,36,11,62.11,3,4,23.49,5.6,6.33,0.0,0.89,5.0,54.47,0,High Risk
103061,52,34,48.13,2,1,26.73,2.34,3.98,0.0,1.0,1.0,48.88,0,Safe
103062,41,25,68.59,3,5,23.96,7.21,4.94,1.0,0.902,3.0,43.28,0,Moderate Risk
103063,66,41,48.66,0,3,30.49,,3.64,1.0,0.79,5.0,55.19,0,Moderate Risk
103064,41,19,51.15,3,1,16.08,3.18,4.06,0.0,0.896,5.0,45.32,0,Safe
103065,36,15,50.06,1,1,13.95,3.51,3.98,0.0,0.9,4.0,45.98,0,Safe
103066,39,22,57.01,2,1,13.66,5.51,5.36,0.0,0.765,5.0,50.66,0,Moderate Risk
103067,42,20,85.19,2,0,16.06,3.79,5.88,0.0,0.918,3.0,47.6,0,Safe
103068,44,29,60.29,0,4,13.74,4.02,5.36,1.0,0.892,5.0,56.17,0,Moderate Risk
103069,62,40,44.02,0,0,15.26,6.59,5.7,2.0,0.93,2.0,47.42,0,Safe
103070,30,5,71.73,0,2,21.66,4.04,3.77,0.0,0.909,2.0,41.14,0,Safe
103071,48,22,51.53,1,0,12.03,0.0,2.19,0.0,0.918,2.0,30.83,0,Safe
103072,41,18,61.99,0,1,25.06,3.59,5.0,1.0,0.893,3.0,53.76,0,Safe
103073,22,8,53.91,5,3,31.71,5.59,5.58,2.0,0.842,1.0,60.3,0,High Risk
103074,47,26,73.19,2,3,14.48,3.59,4.21,0.0,0.963,2.0,22.09,1,Safe
103075,53,25,52.36,1,2,25.09,1.12,2.47,0.0,0.881,3.0,51.19,0,Safe
103076,30,14,78.62,7,3,17.68,3.28,2.61,1.0,0.952,2.0,39.33,0,Safe
103077,39,19,48.26,1,2,41.12,5.79,4.39,0.0,0.798,1.0,39.97,0,Safe
103078,20,0,59.42,3,1,32.03,1.43,4.52,0.0,0.844,2.0,45.53,0,Safe
103079,25,3,84.11,6,2,47.28,0.82,3.91,1.0,0.888,1.0,38.3,0,High Risk
103080,51,21,62.83,1,2,50.27,1.79,6.04,0.0,0.788,2.0,47.33,0,Moderate Risk
103081,34,17,83.41,1,4,11.97,5.28,2.86,0.0,0.878,3.0,37.42,0,Moderate Risk
103082,27,11,56.82,1,3,26.01,0.03,2.3,0.0,0.934,2.0,58.48,0,Safe
103083,42,17,62.96,2,3,43.34,3.54,4.21,0.0,0.819,4.0,38.94,0,Moderate Risk
103084,33,18,83.32,0,3,38.19,4.14,3.75,0.0,0.964,2.0,32.83,0,Safe
103085,34,15,45.81,0,3,18.72,3.39,2.91,0.0,0.908,2.0,45.46,0,Safe
103086,47,27,31.61,2,2,18.91,0.51,3.04,0.0,0.901,2.0,33.92,0,Safe
103087,26,2,54.51,2,1,26.71,4.0,4.24,1.0,0.923,1.0,41.26,0,Safe
103088,29,7,75.16,2,5,47.61,1.78,3.02,0.0,0.863,,59.31,0,Moderate Risk
103089,41,19,40.95,1,2,38.02,3.52,3.65,2.0,0.885,5.0,41.64,0,Safe
103090,50,32,67.53,2,4,46.72,1.49,4.67,0.0,0.871,3.0,28.79,1,Safe
103091,53,28,63.35,0,4,40.13,3.56,4.04,0.0,0.878,5.0,39.18,0,Safe
103092,32,0,82.2,2,0,27.72,3.76,3.25,0.0,0.805,3.0,47.75,1,Moderate Risk
103093,49,26,73.34,3,3,60.67,0.91,3.96,0.0,0.903,2.0,45.0,0,Moderate Risk
103094,30,10,64.9,4,4,15.84,4.48,2.66,0.0,0.864,5.0,48.62,0,Moderate Risk
103095,59,44,77.19,6,0,19.2,,5.52,1.0,1.0,1.0,40.09,0,Safe
103096,27,10,66.97,2,2,24.88,4.08,4.95,2.0,0.827,5.0,35.26,1,High Risk
103097,54,35,56.07,1,5,38.25,3.33,7.12,2.0,0.98,2.0,53.3,0,High Risk
103098,32,14,47.41,1,2,21.18,5.12,4.58,0.0,0.847,4.0,60.41,1,High Risk
103099,61,41,47.07,0,2,52.09,3.98,4.42,2.0,0.935,4.0,42.37,0,Moderate Risk
103100,46,19,60.85,1,1,32.52,3.96,3.31,0.0,0.862,2.0,42.63,0,Safe
103101,28,3,67.53,3,2,24.03,0.52,3.83,0.0,0.903,1.0,51.86,0,Safe
103102,33,14,32.27,0,0,16.8,2.68,3.02,1.0,0.869,4.0,42.65,0,Safe
103103,48,33,61.36,2,3,,0.0,1.74,0.0,0.888,4.0,52.91,1,Safe
103104,51,26,54.67,3,2,10.44,0.51,4.16,0.0,0.909,2.0,34.84,0,Safe
103105,38,18,64.45,4,5,23.4,5.08,4.3,1.0,0.947,4.0,42.0,0,Moderate Risk
103106,39,26,74.96,5,5,72.44,2.07,5.12,0.0,0.884,3.0,36.26,0,Moderate Risk
103107,47,24,65.74,4,4,31.19,4.85,4.4,0.0,0.934,4.0,23.05,0,Moderate Risk
103108,40,16,53.65,3,1,36.59,1.81,4.15,0.0,0.9,3.0,30.91,0,Safe
103109,25,15,35.79,0,2,18.43,2.94,1.75,0.0,1.0,1.0,46.68,0,Safe
103110,30,13,70.93,0,4,19.02,3.49,2.57,2.0,0.848,1.0,47.48,0,High Risk
103111,42,23,54.17,1,3,11.49,5.57,6.22,0.0,0.916,3.0,52.28,1,Moderate Risk
103112,52,29,68.27,2,0,40.33,4.49,4.66,0.0,0.717,5.0,50.49,1,High Risk
103113,57,39,75.29,2,4,8.04,1.95,3.56,0.0,0.978,4.0,43.92,2,Safe
103114,48,32,42.41,0,0,24.94,1.96,4.17,0.0,0.855,3.0,23.04,0,Safe
103115,42,19,61.28,3,2,24.34,3.39,3.28,1.0,0.9,4.0,28.45,0,Safe
103116,47,29,73.95,5,3,23.61,6.86,3.74,2.0,0.86,3.0,57.64,1,High Risk
